CustomerID,FirstName,LastName,Gender,AnnualIncome,City
C02629,Jackson,Mitra,Male,2347953.0,Maheshtala
C02444,Megha,Walia,male,2520636.0,Saharsa
C00561,Max,Koshy,Female,2626772.0,Danapur
C03183,Veda,Palan,M,700889.0,Orai
C03379,Bhavya,Shan,M,2019871.0,Baranagar
C01610,Anamika,Kala,male,1978885.0,tinsukia
C01393,Girish,Balasubramanian,O,665220.0,Bijapur
C01955,Upkaar,Date,M,3295873.0,ambala
C03253,Banjeet,Nagy,Male,922716.0,Tirupati
C01511,Hritik,Ravi,Male,812008.0,Ramgarh
C01265,Bachittar,Bail,O,3119354.0,Hosur
C02265,Kavya,Rau,,932924.0,Kadapa
C02800,Urmi,Dixit,male,345430.0,kadapa
C04456,Advaith,Sem,O,3497582.0,Panchkula
C04297,Vasatika,Kanda,female,1493916.0,Satna
C01671,Advika,Mital,Female,1223534.0,gulbarga
C04925,Aahana,Balakrishnan,O,2244460.0,Srikakulam
C01454,Ranveer,Kannan,O,1494711.0,Howrah
C04424,Ucchal,Som,F,2499669.0,Mangalore
C03040,Kala,Munshi,O,1052270.0,Morbi
C03388,Ekapad,Hegde,M,1599820.0,Coimbatore
C02734,Maanav,Raja,Other,2457014.0,Phusro
C02946,Harita,Garg,male,3341809.0,berhampore
C03693,Chanchal,Saraf,M,947897.0,Thrissur
C03318,Bhanumati,Sangha,O,972070.0,Lucknow
C02462,Utkarsh,Raman,Other,3324171.0,Mehsana
C01754,Dipta,Patla,Other,818825.0,Hyderabad
C03781,Qarin,Bhattacharyya,Male,1515242.0,Naihati
C04646,Amol,Munshi,F,1908077.0,Bareilly
C03232,Ekapad,Chaudhry,F,689207.0,Kirari Suleman Nagar
C00427,Nakul,Choudhry,F,2067208.0,Kota
C03321,Isha,Balan,Male,861806.0,Nagaon
C02643,Bachittar,Rai,Male,1293439.0,LONI
C02206,Madhavi,Bhasin,male,2797416.0,Raipur
C00307,Orinder,Oommen,M,563188.0,Munger
C04198,Andrew,Deo,M,812697.0,Kishanganj
C04582,Parth,Thaker,O,601112.0,Davanagere
C02701,Edhitha,Char,Male,2701765.0,Bhiwani
C03470,Sanya,Panchal,Female,2247044.0,Howrah
C01028,Anamika,Morar,F,2535491.0,Pali
C02834,Aishani,Ghose,O,1486357.0,Tinsukia
C02923,Manthan,Dalal,female,2074343.0,Rourkela
C03809,Ayushman,Mahajan,M,1178047.0,Kottayam
C03574,Jagdish,Deshpande,female,2641285.0,Ghaziabad
C04147,Ishaan,Choudhry,O,2627112.0,Bally
C01564,Frado,Rama,O,2136482.0,Bellary
C02077,Lakshmi,Dua,O,3028972.0,Sultan Pur Majra
C04987,Wyatt,Apte,M,2256025.0,FARIDABAD
C02251,Dev,Iyer,M,2908704.0,Meerut
C03657,Zansi,Choudhary,Other,2546727.0,Munger
C03721,Christopher,Kapoor,Other,3419235.0,ulhasnagar
C04480,Darsh,Mall,male,917608.0,UNNAO
C03933,Garima,More,Female,2550611.0,Raichur
C00259,Viraj,Amble,,2689751.0,MIRZAPUR
C02652,Matthew,Kulkarni,F,3199036.0,Khammam
C03982,Balveer,Bhatti,M,3164145.0,Howrah
C01781,Bachittar,Atwal,Female,,Kulti
C04338,Ganga,Chadha,female,2883004.0,
C03899,Liam,Date,Other,1655706.0,Muzaffarpur
C02779,Gaurangi,Manda,O,3495888.0,Guna
C02196,Nitara,Agate,M,2386865.0,NAIHATI
C01981,Omisha,Loke,O,2141572.0,Sirsa
C02199,Zansi,Doctor,Other,1820290.0,Gurgaon
C00774,Imaran,Kamdar,Other,3278855.0,Nangloi Jat
C03381,Praneel,Kalla,F,2427520.0,Karnal
C00531,Charles,Sachar,Other,1675674.0,rourkela
C00848,Patrick,Aggarwal,Female,1516536.0,Hubli–Dharwad
C02208,Daksh,Rama,M,1958929.0,BALLIA
C04968,Pahal,Dugar,female,1448972.0,DANAPUR
C01699,Ayush,Peri,Female,1581089.0,AGRA
C03455,Aahana,Khanna,Female,393643.0,BHUSAWAL
C02578,Bimala,Palan,Other,3404276.0,Purnia
C02716,Vedika,De,O,3279540.0,Silchar
C02371,Samarth,Mane,female,3463240.0,KARIMNAGAR
C02764,Mekhala,Chakraborty,male,3191813.0,mira-bhayandar
C00192,Ekaja,Kade,O,2837715.0,Belgaum
C01663,Chaman,Rajagopal,male,2656873.0,Ramgarh
C04139,Nitara,Toor,female,1506838.0,Bokaro
C01573,Niharika,Verma,M,2319864.0,Bhind
C01768,Hemal,Sant,Other,1796188.0,Madanapalle
C04487,Tamanna,Radhakrishnan,male,1384172.0,Delhi
C04257,Sarthak,Varty,female,,Kurnool
C04161,Udarsh,Sehgal,Female,1121969.0,Rewa
C02769,Harrison,Khatri,M,3057493.0,Orai
C02325,Barkha,Bumb,F,2743168.0,CHAPRA
C02250,Jason,Atwal,M,1463603.0,Amravati
C00634,Advay,Anand,Male,3335133.0,Jabalpur
C04029,Anjali,Bajwa,Other,3433753.0,mathura
C02992,Qasim,Gade,M,2797303.0,Aurangabad
C02571,Riya,Dugal,Female,2444283.0,Thane
C03662,Urvashi,Mane,Female,2745718.0,loni
C00905,Ojas,Kara,Other,1104970.0,Amaravati
C04499,Kashish,Madan,M,2505180.0,parbhani
C03110,Manya,Sibal,female,2308293.0,Bathinda
C03526,Karan,Kara,male,1891880.0,Erode
C01852,Harshil,Chhabra,,2614979.0,Ghaziabad
C00859,Darsh,Bhat,M,,Dibrugarh
C03531,Janani,Sathe,Male,504310.0,Mira-Bhayandar
C03344,Ayush,Mukherjee,M,1120482.0,Ramgarh
C01648,Kritika,Chakraborty,male,1472164.0,Jamshedpur
C02758,Rudra,Ramakrishnan,O,780184.0,Kirari Suleman Nagar
C04893,Anusha,Chaudhuri,Female,2964079.0,Bangalore
C02768,Ubika,Pradhan,female,1735259.0,Kozhikode
C00804,Jai,Chaudhary,male,536508.0,Kharagpur
C00020,Harrison,Deep,male,1815293.0,Malda
C03564,Hardik,Khurana,Female,541831.0,vijayanagaram
C00368,Kamya,Sem,M,3382868.0,Ajmer
C03865,Karan,Banik,M,550114.0,amaravati
C03628,Christopher,Handa,male,1264489.0,Aizawl
C03711,Theodore,Sibal,O,2739297.0,Gangtok
C01055,George,Magar,Female,874482.0,ANANTAPUR
C01505,Lavanya,Mistry,female,2405775.0,Kumbakonam
C01997,Chavvi,Munshi,Male,949158.0,Malda
C03685,Samarth,Lanka,O,,Panchkula
C01007,Tripti,Khurana,Male,1022796.0,Mirzapur
C03191,Yachana,Narayanan,M,352132.0,
C04701,Balveer,Mittal,Other,676682.0,Kumbakonam
C04864,Ikshita,Bhandari,M,893180.0,Bangalore
C01448,Panini,Mitter,female,873928.0,Bareilly
C00101,Warjas,Lata,Female,2209247.0,Parbhani
C02155,Tarak,Aggarwal,M,849319.0,Vijayanagaram
C03537,Ekavir,Kothari,F,2067341.0,Bhilai
C04900,Onveer,Banik,Female,1293196.0,Ghaziabad
C02998,Bimala,Morar,,2864183.0,JAMNAGAR
C01999,Wriddhish,Chacko,M,2826411.0,Ambala
C01635,Radhika,Ramesh,M,3191212.0,WARANGAL
C02678,Vyanjana,Raghavan,F,2975690.0,Tenali
C02277,Gautam,Saini,M,,Hindupur
C00096,Harshil,Chandran,male,2292038.0,Nellore
C02625,Baghyawati,Parikh,F,3456812.0,
C04370,Aayush,Yogi,female,2176235.0,Ongole
C04718,Bishakha,Amble,Male,929813.0,Faridabad
C01948,Harinakshi,Dhingra,Female,3372268.0,Singrauli
C01994,Aarav,Behl,O,2237455.0,Udupi
C03282,Nidhi,Ghose,F,946896.0,patiala
C04942,Ati,Jha,Female,1006639.0,
C03311,Radhika,Palla,F,403108.0,Navi Mumbai
C02808,Sneha,Chandran,female,3368190.0,hajipur
C00969,Elijah,Saini,F,1029540.0,Bihar Sharif
C03624,Vyanjana,Bajwa,Other,541197.0,Tirupati
C01600,Zehaan,Bhatt,Male,3010302.0,khandwa
C01931,Gayathri,Dash,O,1645595.0,Thrissur
C04509,Rajeshri,Bath,,,
C00189,David,Rajan,Male,2475561.0,jalandhar
C02667,Warinder,Bassi,O,,MALDA
C03513,Kamala,Salvi,male,2793837.0,Mahbubnagar
C01481,Lipika,Balasubramanian,Other,2062979.0,Medininagar
C00921,Rudra,Srinivas,F,1174108.0,Fatehpur
C00591,Urmi,Radhakrishnan,F,3220596.0,Agra
C02824,Neha,Gour,Other,3298669.0,GURGAON
C03169,Hemang,Narayan,Male,1712215.0,Raichur
C03210,Yuvraj,Tiwari,O,413734.0,Muzaffarpur
C02573,Ayushman,Natarajan,male,1931919.0,KAVALI
C01644,Aarnav,Sachdeva,Female,950878.0,Ratlam
C03073,Qabil,Sen,O,1768507.0,Deoghar
C00940,Qarin,Goswami,Female,2645365.0,Salem
C00273,Sarthak,Desai,female,569548.0,Bulandshahr
C02771,Aradhana,Kurian,Other,2684953.0,saharsa
C03832,Finn,Mani,F,3337669.0,Ongole
C02255,Vanya,Palan,Female,457149.0,Jamshedpur
C04428,Zilmil,Warrior,O,1577655.0,Bettiah
C00582,Tanish,Gokhale,O,3211968.0,Patiala
C01429,Dominic,Jain,female,2226946.0,Tiruchirappalli
C02421,Rachit,Grover,female,1781028.0,Akola
C01850,Chandani,Rajagopalan,Female,873882.0,Junagadh
C00835,Unni,Sathe,female,3268087.0,Naihati
C02213,Warjas,Golla,Female,2313819.0,Patiala
C04796,Ekanta,Rao,F,1635338.0,Arrah
C01945,Edhitha,Mander,male,2931749.0,Bilaspur
C04343,Anusha,Kapoor,Male,300490.0,Agartala
C00436,Sachi,Khurana,O,1388349.0,Amritsar
C03556,Meghana,Saxena,Other,1430430.0,Nagercoil
C02473,Nachiket,Chandran,female,897238.0,ALWAR
C03378,Chatura,Iyer,Male,656065.0,Akola
C03338,Neha,Das,Other,,Parbhani
C00555,Sathvik,Thaman,Female,1344551.0,
C03494,Ojas,Chad,female,1372706.0,Moradabad
C04623,Sachi,Halder,Male,2464268.0,Baranagar
C00782,Xalak,Rajan,male,2322629.0,Purnia
C03874,Banjeet,Choudhary,Male,3427321.0,medininagar
C02249,Ekani,Kant,O,2648632.0,bhimavaram
C02749,Nachiket,Bahl,O,2610158.0,KUMBAKONAM
C02212,Balendra,Tata,O,3133084.0,NASHIK
C03559,Faras,Sami,female,3012247.0,tirunelveli
C03610,Yashasvi,Sem,F,2447387.0,asansol
C04326,Veda,Viswanathan,Female,631500.0,Yamunanagar
C03348,Anmol,Tak,female,1117655.0,Bahraich
C01484,Mitesh,Kapur,Other,,gandhinagar
C03577,Ati,Murty,F,2784520.0,Panipat
C01322,Nidra,Pingle,female,1287155.0,Rajahmundry
C01529,Oscar,Sachar,M,1907791.0,Khora 
C02127,Avni,Ranganathan,female,796298.0,DARBHANGA
C00775,Aradhana,Raghavan,Female,1340720.0,Ballia
C00756,Onveer,Thaker,Male,434093.0,vadodara
C04302,Lila,Upadhyay,F,1501530.0,Kalyan-Dombivli
C01552,Kiaan,Ray,Female,2148500.0,Akola
C01518,Janani,Padmanabhan,male,1027622.0,Kota
C03956,Abhiram,Sant,female,724987.0,Phagwara
C01951,Ikbal,Chad,,1987967.0,
C03175,Sara,Varty,O,1637010.0,Bikaner
C01718,Nisha,Bansal,O,868701.0,SHIVPURI
C02925,Unni,Bhatti,Female,338662.0,Bilaspur
C01338,Manbir,Grover,M,1131889.0,Pali
C02662,Joshua,Mann,female,1892700.0,Erode
C01752,Michael,Sarma,M,789219.0,THOOTHUKUDI
C00151,Mugdha,Banik,male,3443075.0,Panipat
C02862,Jatin,Chandra,Female,1351822.0,Bhopal
C02750,Charvi,Dave,male,1664863.0,Firozabad
C00702,Luke,Soni,Female,2064447.0,Tirunelveli
C04227,Aditya,Raj,O,2860983.0,Berhampur
C03650,Teerth,Toor,Female,883575.0,Patna
C02685,Falan,Kanda,M,2474706.0,Panchkula
C01187,Janani,Pillay,M,384784.0,Pondicherry
C02570,Qarin,Saha,Female,2042497.0,Begusarai
C01832,Abdul,Mitra,male,495272.0,New Delhi
C00346,Darpan,Barad,Other,938352.0,Junagadh
C02496,Rachana,Kanda,O,1672043.0,Naihati
C01418,Anvi,Pandya,F,1591488.0,
C00911,Onveer,Golla,Female,2957735.0,Allahabad
C01947,Abdul,Chandran,F,329228.0,Dharmavaram
C02095,Agastya,Rastogi,Other,1900174.0,Dindigul
C00231,Ganga,Padmanabhan,female,454954.0,Uluberia
C02448,Neha,Sheth,O,2630060.0,bidar
C01577,Manan,Oak,Other,,Kamarhati
C01053,Vamakshi,Thakur,,301084.0,yamunanagar
C02159,Maanav,Khare,Male,765520.0,Kolhapur
C04767,Forum,Shukla,female,339894.0,Ujjain
C04851,Rohan,Kari,,3286317.0,
C00815,Aahana,Dutt,Other,2179657.0,
C00865,Ikbal,Goswami,Female,1518083.0,KISHANGANJ
C02694,Radhika,Virk,O,3021707.0,Hospet
C04719,Ekbal,Gour,O,1853205.0,Suryapet
C03856,Michael,Raghavan,female,942314.0,Erode
C03855,Laban,Kala,M,2088058.0,GANDHINAGAR
C02511,Chanchal,Aurora,female,3350903.0,Giridih
C02194,Anika,Patla,female,2622893.0,Hosur
C03885,Yashawini,Krishnamurthy,Female,1784988.0,Pudukkottai
C04966,Reva,Chhabra,O,1274418.0,Baranagar
C04180,Aarav,Koshy,Other,2306574.0,Nadiad
C00385,Arjun,Bumb,Female,1069472.0,Kakinada
C03499,Faris,Bumb,male,3120022.0,New Delhi
C00169,Nimrat,Bera,M,1578093.0,BONGAIGAON
C03140,Anmol,Krishnan,Other,455044.0,Nagpur
C00673,Dalbir,Parikh,male,1182458.0,Berhampur
C03688,Yadavi,Nazareth,F,2240356.0,Jaunpur
C01397,Tanvi,Kothari,M,364269.0,Begusarai
C00331,Meghana,Malhotra,female,1892244.0,Pudukkottai
C04006,Qadim,Goswami,Female,1747253.0,Kozhikode
C03989,Anita,Saini,female,1648438.0,Amroha
C01107,Aashi,Barman,O,883541.0,patiala
C01063,Eiravati,Wali,Female,3468128.0,Pudukkottai
C00240,Darsh,Master,O,3316814.0,New Delhi
C00803,Ishwar,Narasimhan,Female,3363084.0,Nashik
C02400,Jasmit,Agarwal,Female,2293795.0,Durg
C00919,Darsh,Lata,Male,,Kozhikode
C00043,Triya,Borah,M,2915628.0,tirunelveli
C03179,Aashi,Atwal,male,1767310.0,
C01765,Yatin,Varma,M,434997.0,Latur
C03071,Netra,Narayan,F,2119604.0,Aligarh
C03352,Tejas,Sengupta,Female,692058.0,Jorhat
C02710,Mohini,Bera,male,1645620.0,KOCHI
C02412,Madhavi,Mann,Other,604828.0,Dharmavaram
C04522,Ayushman,Purohit,O,417044.0,Kadapa
C01464,Baljiwan,Venkatesh,O,1788389.0,Jaipur
C04149,Krishna,Malhotra,M,318649.0,Bhopal
C00894,Aashi,Chaudhari,F,535537.0,Bhind
C04755,Tanish,Sheth,Other,1348295.0,Ambarnath
C03185,Yagnesh,Bera,female,1861486.0,Shimla
C00767,Anya,Karpe,Other,2088013.0,Mahbubnagar
C04769,Raagini,Nanda,Female,635113.0,Kurnool
C00786,Ekta,Kata,F,2368569.0,Indore
C02616,Kala,Warrior,Female,3482033.0,Panvel
C00204,Harshil,Shankar,male,2942807.0,Bareilly
C04128,Nidra,Thakkar,female,1729490.0,Durgapur
C03345,Aarav,Narasimhan,female,2695373.0,Orai
C00122,Ishita,Chana,O,,Kishanganj
C00381,Aarav,Nath,male,2801351.0,Mumbai
C04577,Ganga,Chaudhry,,3248533.0,OZHUKARAI
C00419,Urmi,Bhargava,O,1945244.0,
C02535,Max,Balakrishnan,male,522302.0,unnao
C04419,Riya,Chakrabarti,O,2012725.0,UDAIPUR
C03869,Ekanta,Khurana,,592799.0,Raebareli
C00888,Oscar,Mall,F,2555541.0,Ambarnath
C04530,Saksham,Ratta,M,624268.0,
C02375,Lipika,Nadig,female,2904368.0,Pune
C02766,Isaac,Vohra,Male,977493.0,Yamunanagar
C03912,Jacob,Subramaniam,M,,Morbi
C04376,Yauvani,Gara,M,1707798.0,hyderabad
C01303,Christopher,Kapur,Other,2030328.0,Uluberia
C01244,Tanish,Palla,,770267.0,Kochi
C01878,Imaran,Madan,M,2450544.0,Tirupati
C02198,Kashish,Ghosh,M,1035096.0,Hajipur
C02637,Harita,Ram,F,,SILCHAR
C02841,Januja,Yadav,F,905804.0,Thanjavur
C02914,Siddharth,Srinivas,F,2376658.0,Machilipatnam
C00074,Zaid,Hora,Male,1720931.0,Tiruchirappalli
C02289,Gauri,Pathak,Female,1711877.0,Ramagundam
C04591,Jyoti,Mohanty,O,2143022.0,Kumbakonam
C02125,Onkar,Garde,O,1406334.0,Gandhinagar
C04610,Joshua,Gole,male,2800124.0,rajkot
C01408,Xavier,Raj,female,1201421.0,JAUNPUR
C01738,Anthony,Bhargava,M,2438327.0,Dibrugarh
C02579,Inaya,Narula,Female,3231660.0,Ambarnath
C03488,Kevin,Gera,female,1898610.0,Warangal
C02105,Warinder,Dhillon,Female,3150969.0,Bhimavaram
C04339,Kashvi,Goda,Male,921199.0,Burhanpur
C00643,Jagvi,Anne,female,2902556.0,Imphal
C01377,Jagrati,Ghosh,Male,1490274.0,Malegaon
C00148,Lakshit,Tara,female,2592293.0,Kolkata
C01075,Vihaan,Chand,M,1987364.0,Berhampore
C04905,Gunbir,Randhawa,M,,Vasai-Virar
C02322,Faras,Bhat,F,1758585.0,Bidhannagar
C01796,Ucchal,Pandya,M,2412516.0,Pudukkottai
C01467,Advay,Pandya,Other,1773268.0,Jodhpur
C00519,Vasana,Sawhney,Female,2442200.0,Ulhasnagar
C01732,Pratyush,Bandi,Female,844244.0,Latur
C00358,Aashi,D’Alia,F,1961920.0,Kumbakonam
C03889,Balvan,Kala,Female,1634456.0,Anand
C01989,Omkaar,Tella,Male,2970721.0,KHAMMAM
C00632,Alka,Chacko,F,1841545.0,
C00616,Janaki,Gupta,O,967526.0,Berhampore
C00983,Kamya,Iyer,Other,575811.0,Indore
C02954,Zilmil,Maharaj,male,3171807.0,Thanjavur
C00856,Wazir,Kale,Other,2967111.0,jamshedpur
C00482,Laban,Magar,F,511001.0,Malda
C04696,Ekalinga,Modi,M,2826748.0,Mathura
C04395,Leena,Sharaf,male,2345730.0,Gaya
C04133,Shaurya,Dar,,712234.0,Hindupur
C03240,Lila,Tata,O,2960570.0,
C00215,Gauri,Mukhopadhyay,female,1560338.0,Srinagar
C01080,Chasmum,Parmar,male,2151419.0,Jalgaon
C02761,Faqid,Madan,Female,1746525.0,Anantapuram
C00107,Balhaar,Lad,male,1238849.0,HALDIA
C01382,Sathvik,Dutta,,2449950.0,Pallavaram
C01254,Falguni,Parmar,male,2680997.0,Amroha
C04138,Vrishti,Sagar,Other,917905.0,Karimnagar
C01835,Yashasvi,Wadhwa,female,3195832.0,naihati
C00469,Yadavi,Narasimhan,Male,1237006.0,Tinsukia
C04247,Aryan,Kara,Female,2031473.0,Bareilly
C01300,Patrick,Das,Other,3289389.0,Sonipat
C03612,Onveer,Merchant,Female,2175974.0,medininagar
C01812,Ranveer,Narang,Male,3035119.0,Proddatur
C02508,Vidhi,Parmer,M,1374297.0,Kumbakonam
C04691,Janani,Sur,Other,2824806.0,Motihari
C00596,Vanya,Char,female,1560540.0,Hindupur
C03104,Krisha,Raval,Other,1608772.0,Ambattur
C01692,Qasim,Wali,Female,2040653.0,Machilipatnam
C00219,Nidhi,Saha,male,2536667.0,Ozhukarai
C01029,Neha,Mannan,F,2612974.0,Nagaon
C01375,Falak,Shenoy,Other,2336063.0,Deoghar
C04227,Aditya,Raj,O,2860983.0,Berhampur
C01269,Unni,Kumer,F,1313061.0,THRISSUR
C01394,Raksha,Bala,F,1632131.0,Unnao
C04072,Faris,Sankar,O,559261.0,Noida
C04933,Atharv,Kale,Female,,JALNA
C02715,Vedant,Joshi,M,1246672.0,Chinsurah
C04874,George,Venkataraman,Other,2942701.0,Jamshedpur
C02529,Ayaan,Date,male,3244540.0,GANGTOK
C00059,Zayan,Wali,female,2907813.0,KARAWAL NAGAR
C04345,Ishanvi,Dugal,Other,774552.0,Bidar
C03978,Neha,Sani,Male,552364.0,RAJAHMUNDRY
C04926,Kritika,Sridhar,M,513413.0,SANGLI-MIRAJ & KUPWAD
C00609,Bahadurjit,Mane,F,977415.0,Hosur
C02533,Gaurika,Sharaf,Male,1195837.0,Alappuzha
C02762,Nathaniel,Dora,F,3046205.0,LONI
C00266,Meghana,Pandit,O,3464943.0,Chennai
C04750,Pooja,Choudhry,Male,3291802.0,bellary
C02608,Gauri,Chaudhry,F,1749650.0,HARIDWAR
C02912,Siddharth,Subramanian,female,2451530.0,Kirari Suleman Nagar
C02348,Amara,Jha,male,2785491.0,Dehradun
C01629,Indira,Batta,O,634795.0,Srikakulam
C03838,Naksh,Ahuja,male,3415889.0,Mirzapur
C02852,Hitesh,Seth,O,3223162.0,NANDED
C03522,Amol,Cheema,M,1918304.0,Khammam
C04335,Harsh,Bhatnagar,Other,1649516.0,Tirupati
C02656,Damyanti,Bhasin,F,,Morena
C00840,Geetika,Rama,Female,2642647.0,
C03131,Arjun,Kuruvilla,O,3396810.0,Sultan Pur Majra
C04305,Anjali,Jhaveri,,2441732.0,Miryalaguda
C02183,Christopher,Rau,Other,3280130.0,Bhilwara
C02463,Irya,Lall,Other,1216158.0,sangli-miraj & kupwad
C04903,Warda,Biswas,M,2199961.0,Tiruvottiyur
C00025,Chaitaly,Gera,M,3219577.0,Berhampore
C02219,Ekansh,Tandon,Male,1522156.0,Indore
C02772,Lipika,Yohannan,Female,3470290.0,Gaya
C04488,Eshana,Sankaran,Male,2213602.0,Guntur
C00915,Ranveer,Jayaraman,female,1140394.0,Sonipat
C02874,Yug,Bawa,O,682591.0,Gwalior
C00953,Vamakshi,Mani,male,2640441.0,Solapur
C00827,Bina,Shenoy,,2035955.0,Begusarai
C03300,Pranit,Solanki,female,,Rohtak
C03435,Barkha,Dara,male,1991648.0,Jammu
C00389,Kashvi,Bal,Other,2208069.0,Shimoga
C00030,Anirudh,Bakshi,Other,1683641.0,Ghaziabad
C01108,Zinal,Mann,female,667646.0,Davanagere
C00649,Qarin,Bhattacharyya,female,2606196.0,Vellore
C04996,Lopa,Pandit,Male,3275505.0,Ichalkaranji
C00379,Ranbir,Pingle,F,2367888.0,Jabalpur
C03698,Ekiya,Bhatnagar,Other,1391991.0,Khandwa
C03676,Jagat,Bali,Male,1823703.0,Raiganj
C00233,Guneet,Dixit,O,2806105.0,Gulbarga
C04020,Bhanumati,Sundaram,Male,1163599.0,Malegaon
C00357,Frado,Bahl,male,2083043.0,Mumbai
C02354,Ekanta,Das,male,320054.0,Anantapur
C01740,Udant,Raman,Female,863808.0,Satara
C00265,Rajata,Saran,male,511487.0,Bareilly
C04512,Yashvi,Chakraborty,M,1352956.0,Dibrugarh
C01516,Saanvi,Chada,Other,3074513.0,Berhampore
C03744,Ronith,Bhattacharyya,F,2004455.0,Nizamabad
C04985,Netra,Kurian,M,995133.0,Tinsukia
C03813,Neha,Menon,O,2638359.0,Madurai
C01321,Ekaraj,Dubey,M,523524.0,Nandyal
C03523,Sneha,Bhandari,male,2042788.0,Tenali
C00899,Faraj,Shah,O,1567991.0,Ballia
C01077,Jagat,Arora,F,2362472.0,Tirupati
C03756,Ekapad,Mukhopadhyay,F,2180829.0,Arrah
C03144,Rishi,Ahluwalia,O,450403.0,Ratlam
C02455,Oscar,Dua,Other,2604624.0,satna
C03584,Hema,Dass,O,1810491.0,chittoor
C02513,Tara,Dixit,Male,2351514.0,jehanabad
C02777,Gaurika,Ravi,Other,1709928.0,Bidhannagar
C03038,Yuvraj,Sridhar,male,2937876.0,durg
C03963,Chatresh,Dyal,F,815517.0,Rourkela
C01066,Chanchal,Goel,Female,1659789.0,Satara
C00153,Yashica,Grover,Other,1422085.0,Farrukhabad
C04988,Logan,Dalal,male,2985375.0,Morena
C02776,Anay,Verma,F,1987288.0,Ballia
C00134,Rehaan,Mannan,M,3175636.0,
C01541,Adya,Dey,F,2126383.0,Ballia
C00542,Rayaan,Yadav,Other,1661674.0,Farrukhabad
C04872,Faqid,Dayal,female,,Chinsurah
C04081,Meera,Sule,O,1493776.0,Guntakal
C00666,Bhavika,Choudhary,female,3348832.0,Dehradun
C03683,Abhiram,Bhandari,O,3499604.0,Chennai
C02287,Yashodhara,Subramaniam,Male,836844.0,Serampore
C03773,Nimrat,Pau,M,636330.0,Jabalpur
C01919,Garima,Wali,female,489044.0,AMROHA
C02465,Samesh,Khare,Other,2748999.0,Howrah
C03080,Zarna,Mohan,F,687251.0,Etawah
C01341,Jhalak,Parsa,male,2289231.0,udaipur
C01225,Sarthak,Mukhopadhyay,M,2288810.0,bhopal
C02873,Ekiya,Dada,O,768965.0,alwar
C02984,Aarna,Bhagat,female,2556416.0,Raipur
C03451,Krishna,Cheema,M,1153151.0,Sambhal
C03664,Aahana,Sahota,Other,541970.0,Jehanabad
C02985,Omaja,Viswanathan,Other,1118255.0,Ballia
C04249,Onveer,Sem,Female,,Mira-Bhayandar
C00950,Janya,Shenoy,Male,2565197.0,Chinsurah
C02152,Charita,Chaudry,M,1174594.0,
C03335,Nicholas,Gulati,Male,3042094.0,Junagadh
C03009,Dev,Kakar,Male,1559312.0,Fatehpur
C01636,Chatresh,Goel,female,2341239.0,Delhi
C00018,Liam,Seth,Other,3223007.0,Unnao
C03202,Manya,Sani,Female,1037310.0,tirupati
C02553,Isha,Sekhon,O,2956125.0,Junagadh
C00805,Anvi,Pillay,Female,3072372.0,
C01445,Hemani,Raman,F,2767799.0,BILASPUR
C03392,Leena,Sagar,male,1946753.0,Dewas
C03399,Anthony,Golla,female,1134901.0,Srikakulam
C01819,Umang,Chaudhuri,Female,1085720.0,Sultan Pur Majra
C01224,Nihal,Ramachandran,Female,1528688.0,Uluberia
C02259,Tamanna,Agate,M,2408230.0,
C04520,Ronith,Hans,Male,2469555.0,saharsa
C03534,Indira,Puri,F,2853301.0,Shivpuri
C04597,Yug,Bhardwaj,Other,347986.0,Arrah
C04341,Jeevika,Murty,female,1009161.0,AMBARNATH
C04786,Kai,Minhas,F,2536057.0,Katihar
C04337,Bhavika,Bassi,F,1415107.0,Mirzapur
C02229,Omya,Gopal,Female,3042750.0,Bidar
C00525,Arjun,Kanda,M,3431817.0,Nashik
C03349,Hemang,Lall,O,1412155.0,Durgapur
C00123,Gayathri,Gaba,male,2294513.0,Dhule
C02559,Bhanumati,Bhatia,M,2057950.0,Rajahmundry
C04080,Oeshi,Kurian,male,1486046.0,Muzaffarnagar
C01895,Yagnesh,Kalita,female,3433567.0,Meerut
C04021,Pavani,Gandhi,M,318910.0,Kanpur
C03023,Nidhi,Sandal,Female,2250675.0,Ghaziabad
C04901,Harish,Ratti,male,1301196.0,CHENNAI
C00301,Sanaya,Upadhyay,Female,3435430.0,Saharsa
C03993,Chaitanya,Varkey,Other,498778.0,Raichur
C01241,Meera,Karpe,F,1219611.0,Vellore
C04775,Yashodhara,Ganesan,F,996535.0,Muzaffarnagar
C03160,Oscar,Keer,Male,,Kurnool
C03990,Chatura,Mallick,M,2475959.0,Noida
C04904,Advaith,Biswas,O,1226975.0,Dehri
C03857,Bhanumati,Srinivas,O,2340842.0,Sultan Pur Majra
C00777,Devansh,Dixit,F,1402581.0,Hapur
C03074,Fariq,Ahluwalia,,1474467.0,Kota
C02090,Inaya,Shanker,O,914241.0,Raurkela Industrial Township
C01794,Maanas,Parmer,Male,3077165.0,Udaipur
C03762,Megha,Varkey,female,1578289.0,Chapra
C03996,Gaurav,Vora,,2427997.0,KORBA
C00191,Lila,Venkatesh,F,1641886.0,Darbhanga
C04797,Pranit,Mody,M,652744.0,Salem
C03718,Neelima,Oak,female,1137021.0,Pudukkottai
C02982,Alexander,Sami,male,3438411.0,Kamarhati
